Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 1
5/23/2022 3:18:18 PM
Wavelength (nm),Absorbance
353.00,0.028587
352.00,0.029670
351.00,0.029238
350.00,0.029793
349.00,0.029830
348.00,0.030831
347.00,0.030951
346.00,0.029894
345.00,0.030599
344.00,0.030267
343.00,0.031341
342.00,0.030325
341.00,0.030041
340.00,0.031479
339.00,0.030826
338.00,0.031449
337.00,0.032777
336.00,0.031520
335.00,0.033118
334.00,0.033855
333.00,0.033744
332.00,0.034275
331.00,0.033503
330.00,0.035820
329.00,0.036304
328.00,0.036587
327.00,0.035686
326.00,0.037104
325.00,0.037026
324.00,0.038534
323.00,0.038240
322.00,0.040976
321.00,0.041514
320.00,0.042557
319.00,0.043087
318.00,0.044103
317.00,0.045957
316.00,0.048338
315.00,0.049423
314.00,0.050883
313.00,0.054306
312.00,0.056773
311.00,0.059913
310.00,0.063910
309.00,0.066941
308.00,0.071081
307.00,0.075262
306.00,0.079639
305.00,0.083904
304.00,0.089147
303.00,0.094420
302.00,0.096804
301.00,0.102256
300.00,0.107087
299.00,0.112384
298.00,0.113934
297.00,0.119733
296.00,0.122543
295.00,0.125809
294.00,0.130720
293.00,0.135266
292.00,0.137456
291.00,0.141706
290.00,0.145746
289.00,0.150960
288.00,0.155994
287.00,0.160192
286.00,0.162868
285.00,0.167721
284.00,0.171783
283.00,0.177674
282.00,0.182150
281.00,0.187273
280.00,0.192522
279.00,0.199427
278.00,0.205544
277.00,0.212877
276.00,0.219089
275.00,0.226091
274.00,0.234869
273.00,0.243853
272.00,0.250985
271.00,0.259271
270.00,0.271899
269.00,0.280406
268.00,0.292221
267.00,0.302543
266.00,0.313581
265.00,0.328256
264.00,0.342828
263.00,0.357101
262.00,0.373327
261.00,0.389964
260.00,0.407610
259.00,0.428783
258.00,0.449080
257.00,0.469317
256.00,0.495837
255.00,0.520301
254.00,0.547957
253.00,0.578207
252.00,0.606744
251.00,0.636264
250.00,0.667185
249.00,0.698310
248.00,0.728034
247.00,0.762216
246.00,0.785226
245.00,0.813884
244.00,0.844536
243.00,0.870793
242.00,0.898037
241.00,0.925408
240.00,0.951169
239.00,0.975522
238.00,1.002429
237.00,1.027885
236.00,1.057522
235.00,1.084294
234.00,1.111039
233.00,1.137750
232.00,1.168897
231.00,1.199813
230.00,1.231451
229.00,1.268138
228.00,1.299307
227.00,1.335424
226.00,1.375769
225.00,1.412799
224.00,1.458399
223.00,1.507197
222.00,1.550678
221.00,1.603291
220.00,1.659414
219.00,1.717657
218.00,1.782459
217.00,1.853302
216.00,1.912906
215.00,2.007148
214.00,2.094190
213.00,2.165953
212.00,2.273705
211.00,2.370492
210.00,2.515146
209.00,2.565659
208.00,2.768191
207.00,2.795875
206.00,2.967889
205.00,3.136695
204.00,3.242817
203.00,3.117014
202.00,3.235917
201.00,3.131504
200.00,3.147223
199.00,3.378448
198.00,3.146043
197.00,3.262929
196.00,3.373677
195.00,3.435464
194.00,2.939221
193.00,3.115854
192.00,3.542189
191.00,2.971403
190.00,3.276671


Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 27
5/24/2022 4:19:04 AM
Wavelength (nm),Absorbance
700.00,0.006078
699.00,0.005595
698.00,0.006360
697.00,0.006464
696.00,0.005428
695.00,0.005684
694.00,0.005203
693.00,0.005155
692.00,0.005842
691.00,0.006145
690.00,0.006950
689.00,0.006743
688.00,0.006319
687.00,0.006609
686.00,0.006502
685.00,0.006893
684.00,0.006366
683.00,0.006900
682.00,0.007137
681.00,0.006592
680.00,0.007435
679.00,0.006148
678.00,0.005786
677.00,0.005922
676.00,0.006162
675.00,0.005938
674.00,0.006446
673.00,0.006473
672.00,0.005712
671.00,0.005935
670.00,0.006097
669.00,0.006580
668.00,0.006095
667.00,0.006655
666.00,0.006345
665.00,0.006275
664.00,0.005596
663.00,0.006794
662.00,0.006318
661.00,0.006987
660.00,0.006626
659.00,0.006936
658.00,0.006956
657.00,0.006796
656.00,0.007424
655.00,0.006800
654.00,0.007099
653.00,0.006352
652.00,0.007536
651.00,0.006200
650.00,0.006857
649.00,0.007456
648.00,0.006301
647.00,0.006966
646.00,0.006516
645.00,0.006308
644.00,0.005992
643.00,0.006268
642.00,0.006537
641.00,0.006089
640.00,0.007656
639.00,0.006623
638.00,0.007139
637.00,0.006856
636.00,0.006883
635.00,0.006936
634.00,0.006965
633.00,0.007992
632.00,0.007148
631.00,0.006721
630.00,0.006598
629.00,0.007013
628.00,0.006909
627.00,0.006149
626.00,0.006600
625.00,0.007768
624.00,0.007820
623.00,0.007630
622.00,0.007096
621.00,0.008005
620.00,0.008348
619.00,0.007218
618.00,0.007314
617.00,0.006672
616.00,0.006127
615.00,0.007657
614.00,0.007052
613.00,0.006844
612.00,0.007157
611.00,0.007930
610.00,0.007267
609.00,0.007941
608.00,0.007854
607.00,0.007812
606.00,0.007590
605.00,0.007796
604.00,0.008372
603.00,0.007719
602.00,0.007819
601.00,0.007723
600.00,0.006610
599.00,0.008377
598.00,0.007219
597.00,0.007066
596.00,0.007666
595.00,0.007435
594.00,0.008037
593.00,0.007384
592.00,0.008088
591.00,0.007585
590.00,0.007332
589.00,0.007835
588.00,0.006915
587.00,0.007303
586.00,0.007666
585.00,0.007714
584.00,0.007102
583.00,0.007610
582.00,0.008120
581.00,0.007527
580.00,0.008783
579.00,0.008299
578.00,0.008626
577.00,0.008351
576.00,0.008164
575.00,0.008445
574.00,0.008698
573.00,0.008464
572.00,0.008677
571.00,0.008693
570.00,0.009667
569.00,0.008019
568.00,0.009080
567.00,0.008665
566.00,0.008842
565.00,0.009267
564.00,0.008324
563.00,0.008912
562.00,0.009186
561.00,0.008324
560.00,0.009632
559.00,0.009333
558.00,0.008895
557.00,0.008918
556.00,0.009250
555.00,0.009915
554.00,0.009585
553.00,0.009502
552.00,0.010469
551.00,0.009573
550.00,0.009310
549.00,0.010533
548.00,0.010112
547.00,0.010406
546.00,0.010447
545.00,0.010498
544.00,0.010257
543.00,0.010476
542.00,0.010675
541.00,0.010981
540.00,0.011309
539.00,0.011097
538.00,0.011395
537.00,0.010990
536.00,0.011311
535.00,0.011603
534.00,0.011508
533.00,0.011592
532.00,0.011609
531.00,0.012317
530.00,0.012188
529.00,0.012472
528.00,0.012438
527.00,0.012405
526.00,0.012969
525.00,0.012688
524.00,0.012291
523.00,0.013778
522.00,0.012941
521.00,0.013305
520.00,0.013996
519.00,0.013963
518.00,0.014245
517.00,0.014053
516.00,0.015072
515.00,0.014965
514.00,0.015149
513.00,0.014434
512.00,0.015229
511.00,0.015562
510.00,0.015604
509.00,0.015403
508.00,0.017057
507.00,0.015774
506.00,0.016405
505.00,0.015574
504.00,0.016968
503.00,0.017336
502.00,0.016857
501.00,0.017060
500.00,0.018045
499.00,0.018055
498.00,0.017653
497.00,0.018169
496.00,0.018399
495.00,0.018026
494.00,0.018637
493.00,0.018926
492.00,0.019390
491.00,0.019553
490.00,0.019494
489.00,0.019333
488.00,0.019803
487.00,0.020213
486.00,0.020885
485.00,0.020631
484.00,0.020988
483.00,0.021045
482.00,0.021072
481.00,0.021417
480.00,0.021251
479.00,0.021768
478.00,0.022358
477.00,0.022158
476.00,0.022057
475.00,0.022236
474.00,0.022803
473.00,0.023150
472.00,0.023123
471.00,0.023152
470.00,0.023545
469.00,0.023718
468.00,0.023898
467.00,0.024071
466.00,0.024489
465.00,0.024612
464.00,0.024439
463.00,0.024650
462.00,0.024826
461.00,0.025305
460.00,0.025093
459.00,0.025283
458.00,0.025478
457.00,0.025580
456.00,0.025984
455.00,0.025858
454.00,0.025723
453.00,0.025844
452.00,0.026322
451.00,0.026624
450.00,0.026855
449.00,0.026803
448.00,0.026710
447.00,0.026638
446.00,0.026723
445.00,0.026824
444.00,0.027021
443.00,0.027296
442.00,0.027891
441.00,0.027665
440.00,0.027148
439.00,0.027457
438.00,0.027995
437.00,0.028073
436.00,0.027732
435.00,0.028247
434.00,0.027942
433.00,0.028292
432.00,0.028043
431.00,0.028821
430.00,0.028463
429.00,0.028238
428.00,0.028394
427.00,0.028718
426.00,0.028573
425.00,0.028856
424.00,0.028947
423.00,0.028436
422.00,0.028966
421.00,0.028839
420.00,0.028932
419.00,0.029292
418.00,0.029363
417.00,0.029215
416.00,0.028971
415.00,0.029429
414.00,0.028652
413.00,0.029864
412.00,0.029419
411.00,0.028785
410.00,0.029790
409.00,0.029454
408.00,0.029552
407.00,0.029168
406.00,0.029305
405.00,0.029591
404.00,0.029881
403.00,0.029580
402.00,0.029603
401.00,0.029396
400.00,0.029813
399.00,0.029427
398.00,0.029159
397.00,0.029917
396.00,0.029421
395.00,0.029162
394.00,0.029274
393.00,0.029374
392.00,0.029835
391.00,0.029371
390.00,0.029879
389.00,0.028925
388.00,0.028990
387.00,0.029092
386.00,0.029652
385.00,0.029068
384.00,0.029638
383.00,0.029118
382.00,0.028965
381.00,0.028993
380.00,0.029195
379.00,0.028150
378.00,0.029089
377.00,0.029243
376.00,0.029285
375.00,0.028851
374.00,0.027931
373.00,0.028196
372.00,0.029111
371.00,0.027956
370.00,0.029195
369.00,0.028758
368.00,0.028846
367.00,0.029232
366.00,0.029772
365.00,0.029052
364.00,0.028779
363.00,0.028872
362.00,0.028629
361.00,0.028227
360.00,0.028244
359.00,0.030314
358.00,0.029582
357.00,0.029726
356.00,0.028646
355.00,0.030382
354.00,0.028831
353.00,0.029146
352.00,0.030160
351.00,0.030496
350.00,0.029241
349.00,0.028599
348.00,0.029057
347.00,0.029958
346.00,0.030637
345.00,0.031037
344.00,0.030039
343.00,0.030990
342.00,0.031384
341.00,0.029881
340.00,0.030885
339.00,0.030779
338.00,0.031497
337.00,0.032486
336.00,0.032170
335.00,0.032293
334.00,0.032850
333.00,0.032915
332.00,0.033919
331.00,0.033589
330.00,0.034985
329.00,0.035316
328.00,0.036033
327.00,0.036566
326.00,0.037001
325.00,0.036853
324.00,0.037955
323.00,0.038175
322.00,0.039280
321.00,0.041087
320.00,0.041515
319.00,0.041828
318.00,0.043154
317.00,0.045085
316.00,0.046751
315.00,0.048902
314.00,0.049757
313.00,0.052961
312.00,0.055937
311.00,0.058229
310.00,0.061576
309.00,0.064939
308.00,0.068797
307.00,0.072370
306.00,0.077007
305.00,0.080237
304.00,0.086960
303.00,0.090133
302.00,0.094116
301.00,0.098004
300.00,0.102000
299.00,0.106344
298.00,0.109773
297.00,0.113893
296.00,0.117298
295.00,0.120010
294.00,0.124792
293.00,0.128011
292.00,0.130011
291.00,0.134756
290.00,0.140920
289.00,0.141661
288.00,0.147727
287.00,0.150182
286.00,0.154685
285.00,0.158600
284.00,0.162458
283.00,0.167405
282.00,0.170826
281.00,0.175391
280.00,0.180074
279.00,0.188536
278.00,0.192609
277.00,0.198760
276.00,0.206516
275.00,0.210520
274.00,0.218861
273.00,0.226229
272.00,0.232171
271.00,0.239345
270.00,0.250844
269.00,0.258477
268.00,0.270352
267.00,0.278976
266.00,0.289777
265.00,0.303525
264.00,0.316343
263.00,0.327702
262.00,0.343261
261.00,0.359951
260.00,0.375853
259.00,0.394220
258.00,0.413990
257.00,0.432858
256.00,0.456386
255.00,0.479481
254.00,0.505282
253.00,0.534787
252.00,0.561821
251.00,0.587738
250.00,0.616767
249.00,0.646652
248.00,0.676056
247.00,0.706206
246.00,0.728313
245.00,0.754456
244.00,0.784656
243.00,0.809513
242.00,0.833851
241.00,0.859726
240.00,0.883086
239.00,0.905966
238.00,0.931593
237.00,0.956185
236.00,0.981926
235.00,1.008225
234.00,1.034554
233.00,1.058368
232.00,1.087298
231.00,1.116364
230.00,1.148568
229.00,1.183246
228.00,1.212354
227.00,1.246466
226.00,1.287354
225.00,1.321250
224.00,1.366444
223.00,1.412374
222.00,1.456516
221.00,1.509305
220.00,1.563231
219.00,1.617493
218.00,1.679309
217.00,1.752321
216.00,1.820414
215.00,1.894038
214.00,1.972158
213.00,2.049037
212.00,2.162915
211.00,2.281977
210.00,2.361047
209.00,2.510137
208.00,2.658283
207.00,2.732173
206.00,2.884649
205.00,3.001915
204.00,3.011274
203.00,3.130158
202.00,3.147380
201.00,3.310515
200.00,3.160343
199.00,3.181872
198.00,3.379959
197.00,3.231685
196.00,3.361028
195.00,3.163679
194.00,3.203531
193.00,3.397909
192.00,3.091079
191.00,3.125061
190.00,3.001303


Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 28
5/24/2022 4:49:03 AM
Wavelength (nm),Absorbance
700.00,0.005991
699.00,0.004969
698.00,0.005877
697.00,0.004917
696.00,0.004631
695.00,0.005713
694.00,0.005510
693.00,0.006181
692.00,0.005520
691.00,0.005789
690.00,0.006354
689.00,0.006052
688.00,0.005120
687.00,0.005692
686.00,0.006241
685.00,0.006338
684.00,0.005738
683.00,0.006847
682.00,0.006386
681.00,0.005686
680.00,0.006372
679.00,0.006151
678.00,0.005959
677.00,0.006250
676.00,0.005704
675.00,0.006090
674.00,0.006454
673.00,0.005672
672.00,0.005514
671.00,0.005722
670.00,0.006123
669.00,0.006105
668.00,0.006244
667.00,0.006735
666.00,0.005644
665.00,0.006153
664.00,0.006000
663.00,0.007008
662.00,0.006884
661.00,0.006621
660.00,0.006283
659.00,0.006540
658.00,0.006382
657.00,0.006400
656.00,0.006842
655.00,0.005166
654.00,0.006500
653.00,0.005120
652.00,0.006497
651.00,0.006402
650.00,0.006025
649.00,0.006086
648.00,0.005994
647.00,0.006076
646.00,0.007461
645.00,0.005603
644.00,0.005784
643.00,0.006540
642.00,0.006413
641.00,0.006452
640.00,0.006942
639.00,0.006050
638.00,0.006042
637.00,0.007582
636.00,0.006255
635.00,0.006641
634.00,0.007007
633.00,0.007630
632.00,0.005883
631.00,0.006911
630.00,0.005968
629.00,0.006724
628.00,0.007169
627.00,0.005766
626.00,0.006286
625.00,0.007721
624.00,0.007206
623.00,0.005994
622.00,0.007160
621.00,0.007209
620.00,0.007574
619.00,0.006294
618.00,0.007097
617.00,0.007078
616.00,0.006357
615.00,0.006723
614.00,0.006294
613.00,0.007672
612.00,0.007184
611.00,0.007548
610.00,0.006215
609.00,0.007781
608.00,0.007207
607.00,0.006955
606.00,0.006826
605.00,0.007742
604.00,0.007652
603.00,0.006972
602.00,0.006874
601.00,0.007101
600.00,0.007214
599.00,0.008375
598.00,0.007144
597.00,0.007682
596.00,0.007782
595.00,0.007846
594.00,0.008372
593.00,0.006684
592.00,0.008397
591.00,0.007672
590.00,0.007485
589.00,0.007932
588.00,0.006696
587.00,0.007506
586.00,0.007865
585.00,0.007508
584.00,0.007597
583.00,0.008494
582.00,0.008687
581.00,0.008076
580.00,0.008443
579.00,0.008172
578.00,0.008977
577.00,0.008627
576.00,0.008637
575.00,0.008495
574.00,0.008331
573.00,0.008375
572.00,0.008481
571.00,0.008577
570.00,0.008695
569.00,0.007692
568.00,0.008647
567.00,0.008578
566.00,0.009147
565.00,0.009173
564.00,0.009040
563.00,0.009183
562.00,0.009365
561.00,0.009019
560.00,0.009532
559.00,0.009211
558.00,0.008893
557.00,0.009573
556.00,0.009521
555.00,0.010715
554.00,0.010132
553.00,0.009730
552.00,0.011028
551.00,0.010349
550.00,0.010757
549.00,0.010765
548.00,0.010641
547.00,0.010908
546.00,0.010538
545.00,0.010723
544.00,0.010524
543.00,0.011143
542.00,0.010957
541.00,0.011253
540.00,0.011233
539.00,0.011460
538.00,0.011785
537.00,0.011591
536.00,0.011907
535.00,0.012001
534.00,0.012163
533.00,0.011877
532.00,0.012237
531.00,0.012302
530.00,0.012543
529.00,0.012992
528.00,0.012985
527.00,0.013162
526.00,0.013448
525.00,0.013414
524.00,0.013215
523.00,0.014324
522.00,0.013504
521.00,0.013843
520.00,0.014550
519.00,0.014652
518.00,0.014821
517.00,0.014608
516.00,0.015747
515.00,0.016346
514.00,0.015955
513.00,0.016095
512.00,0.015870
511.00,0.016474
510.00,0.016859
509.00,0.016637
508.00,0.017468
507.00,0.017270
506.00,0.016975
505.00,0.016456
504.00,0.017708
503.00,0.017865
502.00,0.018258
501.00,0.018619
500.00,0.018215
499.00,0.018741
498.00,0.018779
497.00,0.019116
496.00,0.019498
495.00,0.019026
494.00,0.019587
493.00,0.019946
492.00,0.020437
491.00,0.020855
490.00,0.020930
489.00,0.020921
488.00,0.021375
487.00,0.021463
486.00,0.022072
485.00,0.021842
484.00,0.022200
483.00,0.022280
482.00,0.022544
481.00,0.022785
480.00,0.022499
479.00,0.023355
478.00,0.023440
477.00,0.023461
476.00,0.024250
475.00,0.023800
474.00,0.024430
473.00,0.024268
472.00,0.024681
471.00,0.024632
470.00,0.025419
469.00,0.025184
468.00,0.025732
467.00,0.025682
466.00,0.025737
465.00,0.026324
464.00,0.026164
463.00,0.026330
462.00,0.026442
461.00,0.026864
460.00,0.026863
459.00,0.026890
458.00,0.027201
457.00,0.027377
456.00,0.027594
455.00,0.027614
454.00,0.027519
453.00,0.027843
452.00,0.028152
451.00,0.028042
450.00,0.028226
449.00,0.028680
448.00,0.028419
447.00,0.028910
446.00,0.028731
445.00,0.028887
444.00,0.028955
443.00,0.029857
442.00,0.029688
441.00,0.029377
440.00,0.029257
439.00,0.029694
438.00,0.029695
437.00,0.029671
436.00,0.029630
435.00,0.029925
434.00,0.030074
433.00,0.030227
432.00,0.030068
431.00,0.030538
430.00,0.030188
429.00,0.030406
428.00,0.030158
427.00,0.030312
426.00,0.030501
425.00,0.030690
424.00,0.030866
423.00,0.030761
422.00,0.030683
421.00,0.030740
420.00,0.031162
419.00,0.030863
418.00,0.031707
417.00,0.030910
416.00,0.030751
415.00,0.030995
414.00,0.030981
413.00,0.031235
412.00,0.031035
411.00,0.030867
410.00,0.031621
409.00,0.030958
408.00,0.031271
407.00,0.031622
406.00,0.031650
405.00,0.031594
404.00,0.032012
403.00,0.031507
402.00,0.031390
401.00,0.031427
400.00,0.031719
399.00,0.031922
398.00,0.031432
397.00,0.031061
396.00,0.030960
395.00,0.030729
394.00,0.031064
393.00,0.030772
392.00,0.031695
391.00,0.031336
390.00,0.030742
389.00,0.030919
388.00,0.030187
387.00,0.030156
386.00,0.031161
385.00,0.030738
384.00,0.030787
383.00,0.031010
382.00,0.030921
381.00,0.030905
380.00,0.030608
379.00,0.030214
378.00,0.029970
377.00,0.030146
376.00,0.030709
375.00,0.030704
374.00,0.029913
373.00,0.029872
372.00,0.030481
371.00,0.030027
370.00,0.029958
369.00,0.030293
368.00,0.029866
367.00,0.029965
366.00,0.030610
365.00,0.030567
364.00,0.031132
363.00,0.029686
362.00,0.029845
361.00,0.029698
360.00,0.029361
359.00,0.030423
358.00,0.031296
357.00,0.030008
356.00,0.030878
355.00,0.031054
354.00,0.030046
353.00,0.030790
352.00,0.029454
351.00,0.031117
350.00,0.030649
349.00,0.031158
348.00,0.030548
347.00,0.030718
346.00,0.030297
345.00,0.031061
344.00,0.030770
343.00,0.032150
342.00,0.031617
341.00,0.031078
340.00,0.030751
339.00,0.032055
338.00,0.032417
337.00,0.032241
336.00,0.031700
335.00,0.032522
334.00,0.033130
333.00,0.032687
332.00,0.033533
331.00,0.033910
330.00,0.034726
329.00,0.034696
328.00,0.036259
327.00,0.035737
326.00,0.037186
325.00,0.036084
324.00,0.036358
323.00,0.036987
322.00,0.039858
321.00,0.039705
320.00,0.039405
319.00,0.040408
318.00,0.041701
317.00,0.044358
316.00,0.044935
315.00,0.046559
314.00,0.047197
313.00,0.050165
312.00,0.051804
311.00,0.055252
310.00,0.058040
309.00,0.060484
308.00,0.063816
307.00,0.067411
306.00,0.070743
305.00,0.074149
304.00,0.079185
303.00,0.082678
302.00,0.086068
301.00,0.089352
300.00,0.092919
299.00,0.096730
298.00,0.099281
297.00,0.102841
296.00,0.105360
295.00,0.107809
294.00,0.111878
293.00,0.114785
292.00,0.116710
291.00,0.120025
290.00,0.123961
289.00,0.125728
288.00,0.131234
287.00,0.133505
286.00,0.136212
285.00,0.140592
284.00,0.142843
283.00,0.146508
282.00,0.151561
281.00,0.153262
280.00,0.156633
279.00,0.163928
278.00,0.166921
277.00,0.171795
276.00,0.176019
275.00,0.180674
274.00,0.186026
273.00,0.193483
272.00,0.198190
271.00,0.203973
270.00,0.213644
269.00,0.219033
268.00,0.228578
267.00,0.235917
266.00,0.243388
265.00,0.255419
264.00,0.266977
263.00,0.275945
262.00,0.288624
261.00,0.302514
260.00,0.315800
259.00,0.330058
258.00,0.348508
257.00,0.366470
256.00,0.383761
255.00,0.404131
254.00,0.426799
253.00,0.451139
252.00,0.474998
251.00,0.497525
250.00,0.525230
249.00,0.547899
248.00,0.574343
247.00,0.602616
246.00,0.622350
245.00,0.645975
244.00,0.669417
243.00,0.691497
242.00,0.715453
241.00,0.737757
240.00,0.757505
239.00,0.779288
238.00,0.801264
237.00,0.822205
236.00,0.846957
235.00,0.874147
234.00,0.894824
233.00,0.919422
232.00,0.946068
231.00,0.970354
230.00,1.002580
229.00,1.033036
228.00,1.062574
227.00,1.094775
226.00,1.132457
225.00,1.166693
224.00,1.209308
223.00,1.255666
222.00,1.298847
221.00,1.348509
220.00,1.404092
219.00,1.456428
218.00,1.518124
217.00,1.586386
216.00,1.647526
215.00,1.719155
214.00,1.802238
213.00,1.886414
212.00,1.980698
211.00,2.076888
210.00,2.182396
209.00,2.287331
208.00,2.407827
207.00,2.567919
206.00,2.698351
205.00,2.887109
204.00,3.008807
203.00,3.062017
202.00,3.063547
201.00,3.111057
200.00,3.162454
199.00,3.055837
198.00,3.034318
197.00,3.211504
196.00,3.310013
195.00,3.139278
194.00,2.947840
193.00,3.371685
192.00,3.153871
191.00,3.124380
190.00,2.842596


Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 29
5/24/2022 5:19:03 AM
Wavelength (nm),Absorbance
700.00,0.006041
699.00,0.006099
698.00,0.006289
697.00,0.005395
696.00,0.005079
695.00,0.006654
694.00,0.005457
693.00,0.005690
692.00,0.006084
691.00,0.005585
690.00,0.004887
689.00,0.006426
688.00,0.005696
687.00,0.006706
686.00,0.006003
685.00,0.005597
684.00,0.006143
683.00,0.006029
682.00,0.006684
681.00,0.005724
680.00,0.006475
679.00,0.006165
678.00,0.005833
677.00,0.005604
676.00,0.006417
675.00,0.006301
674.00,0.006468
673.00,0.006554
672.00,0.005753
671.00,0.006040
670.00,0.006064
669.00,0.006644
668.00,0.005544
667.00,0.006058
666.00,0.006190
665.00,0.006189
664.00,0.006135
663.00,0.006721
662.00,0.007742
661.00,0.006208
660.00,0.006527
659.00,0.006258
658.00,0.007759
657.00,0.006372
656.00,0.007578
655.00,0.005314
654.00,0.006479
653.00,0.005780
652.00,0.007332
651.00,0.006278
650.00,0.006744
649.00,0.006062
648.00,0.006014
647.00,0.006281
646.00,0.007602
645.00,0.006312
644.00,0.006099
643.00,0.006594
642.00,0.006102
641.00,0.006365
640.00,0.007797
639.00,0.007094
638.00,0.006224
637.00,0.007434
636.00,0.006473
635.00,0.006244
634.00,0.007290
633.00,0.006832
632.00,0.006811
631.00,0.006843
630.00,0.006272
629.00,0.007584
628.00,0.007010
627.00,0.007040
626.00,0.005827
625.00,0.006820
624.00,0.007093
623.00,0.006703
622.00,0.006868
621.00,0.007314
620.00,0.007552
619.00,0.007214
618.00,0.007067
617.00,0.007014
616.00,0.006436
615.00,0.006733
614.00,0.006566
613.00,0.006811
612.00,0.007192
611.00,0.007406
610.00,0.007616
609.00,0.008244
608.00,0.006727
607.00,0.007022
606.00,0.007791
605.00,0.007407
604.00,0.007857
603.00,0.007126
602.00,0.006655
601.00,0.007851
600.00,0.007303
599.00,0.007848
598.00,0.007907
597.00,0.007512
596.00,0.007881
595.00,0.007982
594.00,0.008298
593.00,0.008008
592.00,0.007422
591.00,0.007471
590.00,0.007538
589.00,0.008051
588.00,0.007869
587.00,0.008773
586.00,0.007759
585.00,0.007562
584.00,0.007170
583.00,0.007998
582.00,0.008607
581.00,0.007495
580.00,0.008563
579.00,0.008968
578.00,0.008081
577.00,0.008601
576.00,0.008526
575.00,0.009076
574.00,0.009140
573.00,0.008843
572.00,0.008714
571.00,0.008946
570.00,0.009542
569.00,0.008035
568.00,0.009127
567.00,0.008912
566.00,0.009314
565.00,0.009870
564.00,0.008878
563.00,0.009493
562.00,0.008868
561.00,0.008944
560.00,0.009846
559.00,0.010052
558.00,0.009566
557.00,0.009604
556.00,0.010019
555.00,0.010292
554.00,0.010678
553.00,0.009988
552.00,0.011244
551.00,0.010495
550.00,0.010979
549.00,0.011123
548.00,0.010933
547.00,0.011257
546.00,0.011198
545.00,0.011119
544.00,0.011293
543.00,0.011401
542.00,0.011641
541.00,0.012178
540.00,0.011993
539.00,0.011779
538.00,0.012515
537.00,0.012011
536.00,0.012500
535.00,0.012542
534.00,0.012705
533.00,0.012836
532.00,0.012715
531.00,0.013357
530.00,0.013434
529.00,0.013646
528.00,0.013927
527.00,0.014485
526.00,0.014276
525.00,0.014316
524.00,0.013720
523.00,0.014919
522.00,0.014948
521.00,0.015029
520.00,0.014804
519.00,0.015718
518.00,0.015854
517.00,0.015861
516.00,0.016674
515.00,0.016883
514.00,0.017150
513.00,0.017303
512.00,0.017026
511.00,0.017431
510.00,0.018073
509.00,0.017501
508.00,0.018494
507.00,0.018208
506.00,0.018911
505.00,0.018417
504.00,0.019451
503.00,0.020166
502.00,0.019793
501.00,0.020036
500.00,0.020781
499.00,0.020903
498.00,0.020466
497.00,0.020942
496.00,0.020899
495.00,0.020667
494.00,0.021491
493.00,0.021709
492.00,0.022462
491.00,0.022501
490.00,0.022955
489.00,0.022983
488.00,0.023347
487.00,0.023493
486.00,0.024227
485.00,0.023988
484.00,0.024406
483.00,0.024491
482.00,0.024801
481.00,0.025080
480.00,0.024797
479.00,0.025325
478.00,0.025910
477.00,0.026136
476.00,0.026571
475.00,0.026312
474.00,0.027157
473.00,0.026976
472.00,0.027255
471.00,0.027315
470.00,0.027784
469.00,0.027760
468.00,0.028008
467.00,0.028516
466.00,0.028666
465.00,0.028800
464.00,0.028707
463.00,0.028992
462.00,0.029181
461.00,0.029683
460.00,0.029757
459.00,0.029754
458.00,0.030035
457.00,0.030293
456.00,0.030569
455.00,0.030570
454.00,0.030608
453.00,0.030673
452.00,0.030945
451.00,0.031326
450.00,0.031461
449.00,0.031510
448.00,0.031380
447.00,0.031626
446.00,0.031672
445.00,0.031945
444.00,0.032079
443.00,0.032075
442.00,0.032708
441.00,0.032395
440.00,0.032326
439.00,0.032242
438.00,0.032570
437.00,0.032950
436.00,0.033006
435.00,0.033140
434.00,0.033204
433.00,0.033263
432.00,0.033212
431.00,0.033803
430.00,0.033201
429.00,0.033436
428.00,0.033229
427.00,0.033709
426.00,0.033607
425.00,0.033793
424.00,0.033713
423.00,0.033765
422.00,0.033773
421.00,0.033637
420.00,0.033881
419.00,0.033916
418.00,0.034907
417.00,0.034165
416.00,0.034066
415.00,0.033940
414.00,0.033954
413.00,0.034271
412.00,0.033829
411.00,0.033935
410.00,0.034411
409.00,0.034203
408.00,0.033511
407.00,0.034260
406.00,0.033933
405.00,0.034161
404.00,0.034257
403.00,0.034405
402.00,0.034220
401.00,0.034707
400.00,0.034270
399.00,0.033739
398.00,0.034030
397.00,0.034180
396.00,0.033848
395.00,0.033755
394.00,0.033944
393.00,0.032956
392.00,0.033735
391.00,0.033649
390.00,0.033735
389.00,0.033715
388.00,0.033491
387.00,0.033642
386.00,0.032872
385.00,0.032915
384.00,0.033420
383.00,0.032903
382.00,0.033519
381.00,0.032621
380.00,0.032294
379.00,0.032555
378.00,0.032537
377.00,0.032642
376.00,0.032482
375.00,0.031958
374.00,0.031689
373.00,0.031663
372.00,0.032088
371.00,0.030734
370.00,0.030587
369.00,0.031706
368.00,0.032229
367.00,0.032257
366.00,0.032574
365.00,0.031924
364.00,0.031274
363.00,0.031302
362.00,0.032045
361.00,0.030925
