Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 1
5/23/2022 3:18:18 PM
Wavelength (nm),Absorbance
553.00,0.009250
552.00,0.010432
551.00,0.009500
550.00,0.009356
549.00,0.009901
548.00,0.009752
547.00,0.010049
546.00,0.010130
545.00,0.009991
544.00,0.010003
543.00,0.010547
542.00,0.010252
541.00,0.010518
540.00,0.010677
539.00,0.010136
538.00,0.011234
537.00,0.010520
536.00,0.011117
535.00,0.010946
534.00,0.011016
533.00,0.010840
532.00,0.011054
531.00,0.011617
530.00,0.012234
529.00,0.011809
528.00,0.011711
527.00,0.012432
526.00,0.012493
525.00,0.012247
524.00,0.011623
523.00,0.012615
522.00,0.012398
521.00,0.012881
520.00,0.013092
519.00,0.013757
518.00,0.013419
517.00,0.012981
516.00,0.013356
515.00,0.014622
514.00,0.014589
513.00,0.013579
512.00,0.014203
511.00,0.014874
510.00,0.014944
509.00,0.015129
508.00,0.015831
507.00,0.015503
506.00,0.015597
505.00,0.015553
504.00,0.015931
503.00,0.016580
502.00,0.016234
501.00,0.017093
500.00,0.017466
499.00,0.016743
498.00,0.017120
497.00,0.016873
496.00,0.017266
495.00,0.016779
494.00,0.017597
493.00,0.017909
492.00,0.018134
491.00,0.018606
490.00,0.018668
489.00,0.018495
488.00,0.019009
487.00,0.019022
486.00,0.019705
485.00,0.019269
484.00,0.019958
483.00,0.020121
482.00,0.020139
481.00,0.020500
480.00,0.019958
479.00,0.020249
478.00,0.020823
477.00,0.020891
476.00,0.020781
475.00,0.020900
474.00,0.021958
473.00,0.021389
472.00,0.021777
471.00,0.021513
470.00,0.022113
469.00,0.022446
468.00,0.022353
467.00,0.022809
466.00,0.022671
465.00,0.023043
464.00,0.022732
463.00,0.023074
462.00,0.023136
461.00,0.023542
460.00,0.023435
459.00,0.023781
458.00,0.023864
457.00,0.023924
456.00,0.024182
455.00,0.024280
454.00,0.023976
453.00,0.024532
452.00,0.024651
451.00,0.024607
450.00,0.025073
449.00,0.025123
448.00,0.024823
447.00,0.025216
446.00,0.024987
445.00,0.025305
444.00,0.025450
443.00,0.025364
442.00,0.025931
441.00,0.025439
440.00,0.025365
439.00,0.025577
438.00,0.025932
437.00,0.025827
436.00,0.025601
435.00,0.026044
434.00,0.025514
433.00,0.026253
432.00,0.026323
431.00,0.026655
430.00,0.026295
429.00,0.026256
428.00,0.026355
427.00,0.026558
426.00,0.026041
425.00,0.026707
424.00,0.026865
423.00,0.026344
422.00,0.026552
421.00,0.026452
420.00,0.027017
419.00,0.026743
418.00,0.027126
417.00,0.027046
416.00,0.026638
415.00,0.026726
414.00,0.026896
413.00,0.027204
412.00,0.026593
411.00,0.026739
410.00,0.026827
409.00,0.026512
408.00,0.026957
407.00,0.026877
406.00,0.026843
405.00,0.026677
404.00,0.026821
403.00,0.027033
402.00,0.026963
401.00,0.026643
400.00,0.027656
399.00,0.026565
398.00,0.026999
397.00,0.026487
396.00,0.026446
395.00,0.026185
394.00,0.026986
393.00,0.026289
392.00,0.026978
391.00,0.026187
390.00,0.026249
389.00,0.026405
388.00,0.026085
387.00,0.026480
386.00,0.026895
385.00,0.025902
384.00,0.026501
383.00,0.026255
382.00,0.026406
381.00,0.026173
380.00,0.025536
379.00,0.025479
378.00,0.025103
377.00,0.026368
376.00,0.026156
375.00,0.025755
374.00,0.025434
373.00,0.025711
372.00,0.025918
371.00,0.024396
370.00,0.025294
369.00,0.025860
368.00,0.025535
367.00,0.025688
366.00,0.026952
365.00,0.026013
364.00,0.026048
363.00,0.026089
362.00,0.026010
361.00,0.025877
360.00,0.025084
359.00,0.026444
358.00,0.027144
357.00,0.025782
356.00,0.026092
355.00,0.026527
354.00,0.026400
353.00,0.026169
352.00,0.025872
351.00,0.026794
350.00,0.026786
349.00,0.026929
348.00,0.026562
347.00,0.026698
346.00,0.027391
345.00,0.028378
344.00,0.028353
343.00,0.028635
342.00,0.029982
341.00,0.029001
340.00,0.030648
339.00,0.030066
338.00,0.030657
337.00,0.032280
336.00,0.032543
335.00,0.033275
334.00,0.033847
333.00,0.034407
332.00,0.034087
331.00,0.036238
330.00,0.038000
329.00,0.039276
328.00,0.041630
327.00,0.040385
326.00,0.042077
325.00,0.043148
324.00,0.043932
323.00,0.046855
322.00,0.050310
321.00,0.050474
320.00,0.052964
319.00,0.054708
318.00,0.057041
317.00,0.060835
316.00,0.063854
315.00,0.066950
314.00,0.071115
313.00,0.076604
312.00,0.081382
311.00,0.087453
310.00,0.092780
309.00,0.099332
308.00,0.106096
307.00,0.114576
306.00,0.121919
305.00,0.131220
304.00,0.139265
303.00,0.148621
302.00,0.156397
301.00,0.163725
300.00,0.173837
299.00,0.182854
298.00,0.189503
297.00,0.199393
296.00,0.207599
295.00,0.216776
294.00,0.225837
293.00,0.234989
292.00,0.243078
291.00,0.253568
290.00,0.265116
289.00,0.274838
288.00,0.288042
287.00,0.297241
286.00,0.310587
285.00,0.320368
284.00,0.333411
283.00,0.348871
282.00,0.362229
281.00,0.374048
280.00,0.390768
279.00,0.408587
278.00,0.424440
277.00,0.443126
276.00,0.463541
275.00,0.479950
274.00,0.502597
273.00,0.524775
272.00,0.545503
271.00,0.568853
270.00,0.596794
269.00,0.619925
268.00,0.648789
267.00,0.676272
266.00,0.703046
265.00,0.739509
264.00,0.772931
263.00,0.803991
262.00,0.842371
261.00,0.880920
260.00,0.921453
259.00,0.962875
258.00,1.006823
257.00,1.051347
256.00,1.104283
255.00,1.155548
254.00,1.208935
253.00,1.270428
252.00,1.329310
251.00,1.383603
250.00,1.444950
249.00,1.504390
248.00,1.565819
247.00,1.629410
246.00,1.675470
245.00,1.732465
244.00,1.793586
243.00,1.847235
242.00,1.902490
241.00,1.957952
240.00,2.005332
239.00,2.057892
238.00,2.112435
237.00,2.158785
236.00,2.219156
235.00,2.260672
234.00,2.318758
233.00,2.371813
232.00,2.422669
231.00,2.480262
230.00,2.538913
229.00,2.609008
228.00,2.658790
227.00,2.716729
226.00,2.770001
225.00,2.819237
224.00,2.824689
223.00,2.954382
222.00,3.052398
221.00,3.018961
220.00,3.030447
219.00,3.133256
218.00,3.162699
217.00,3.212835
216.00,3.155440
215.00,3.367759
214.00,3.398882
213.00,3.750116
212.00,4.064614
211.00,3.734335
210.00,3.513912
209.00,3.578831
208.00,3.422528
207.00,3.680171
206.00,3.603503
205.00,3.874106
204.00,3.529440
203.00,3.476364
202.00,3.552282
201.00,3.505534
200.00,3.604596
199.00,3.475313
198.00,3.549349
197.00,3.982640
196.00,3.701766
195.00,3.669427
194.00,3.760569
193.00,3.225182
192.00,3.697949
191.00,3.297391
190.00,3.478072


Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 11
5/23/2022 8:19:04 PM
Wavelength (nm),Absorbance
700.00,0.005360
699.00,0.004718
698.00,0.006152
697.00,0.004670
696.00,0.004311
695.00,0.005808
694.00,0.004752
693.00,0.006062
692.00,0.005403
691.00,0.006318
690.00,0.005776
689.00,0.006520
688.00,0.005692
687.00,0.006355
686.00,0.005995
685.00,0.005354
684.00,0.005258
683.00,0.006677
682.00,0.006143
681.00,0.006288
680.00,0.006331
679.00,0.005802
678.00,0.005656
677.00,0.006061
676.00,0.006096
675.00,0.006887
674.00,0.006566
673.00,0.006042
672.00,0.006068
671.00,0.005707
670.00,0.006135
669.00,0.006133
668.00,0.006558
667.00,0.006608
666.00,0.006109
665.00,0.005849
664.00,0.005811
663.00,0.006310
662.00,0.006911
661.00,0.005535
660.00,0.006401
659.00,0.006604
658.00,0.006833
657.00,0.006963
656.00,0.006284
655.00,0.005341
654.00,0.006568
653.00,0.005726
652.00,0.006795
651.00,0.005785
650.00,0.006109
649.00,0.006535
648.00,0.005647
647.00,0.006057
646.00,0.006626
645.00,0.005163
644.00,0.006325
643.00,0.006614
642.00,0.005981
641.00,0.006155
640.00,0.006526
639.00,0.006193
638.00,0.006898
637.00,0.006484
636.00,0.006395
635.00,0.005913
634.00,0.007502
633.00,0.007985
632.00,0.006344
631.00,0.006211
630.00,0.006386
629.00,0.006373
628.00,0.006357
627.00,0.006440
626.00,0.006644
625.00,0.006693
624.00,0.007482
623.00,0.007270
622.00,0.007631
621.00,0.007011
620.00,0.007083
619.00,0.006514
618.00,0.007478
617.00,0.006279
616.00,0.006705
615.00,0.006933
614.00,0.007783
613.00,0.008018
612.00,0.007150
611.00,0.007529
610.00,0.006550
609.00,0.008270
608.00,0.006555
607.00,0.006815
606.00,0.006492
605.00,0.006976
604.00,0.007606
603.00,0.006589
602.00,0.007145
601.00,0.006285
600.00,0.006405
599.00,0.007145
598.00,0.007219
597.00,0.007799
596.00,0.007671
595.00,0.006953
594.00,0.007994
593.00,0.006826
592.00,0.008016
591.00,0.007873
590.00,0.007237
589.00,0.007754
588.00,0.007401
587.00,0.007494
586.00,0.007982
585.00,0.007000
584.00,0.007056
583.00,0.007682
582.00,0.008831
581.00,0.006907
580.00,0.008301
579.00,0.008211
578.00,0.009005
577.00,0.008242
576.00,0.007881
575.00,0.008036
574.00,0.008090
573.00,0.007730
572.00,0.007712
571.00,0.008347
570.00,0.008370
569.00,0.006708
568.00,0.008983
567.00,0.008008
566.00,0.008850
565.00,0.008690
564.00,0.007773
563.00,0.008636
562.00,0.008583
561.00,0.008018
560.00,0.009333
559.00,0.008567
558.00,0.008523
557.00,0.008601
556.00,0.009107
555.00,0.009265
554.00,0.009301
553.00,0.008981
552.00,0.009608
551.00,0.009807
550.00,0.009338
549.00,0.009653
548.00,0.009786
547.00,0.009796
546.00,0.009959
545.00,0.009858
544.00,0.009485
543.00,0.010195
542.00,0.009837
541.00,0.010182
540.00,0.010309
539.00,0.010038
538.00,0.011007
537.00,0.010654
536.00,0.010573
535.00,0.010838
534.00,0.010535
533.00,0.010632
532.00,0.011357
531.00,0.011489
530.00,0.011420
529.00,0.011141
528.00,0.011514
527.00,0.011890
526.00,0.011711
525.00,0.011874
524.00,0.011412
523.00,0.012300
522.00,0.011899
521.00,0.011953
520.00,0.012246
519.00,0.013281
518.00,0.013024
517.00,0.012789
516.00,0.013170
515.00,0.014227
514.00,0.014223
513.00,0.013631
512.00,0.014062
511.00,0.014250
510.00,0.014470
509.00,0.013952
508.00,0.015383
507.00,0.014962
506.00,0.014657
505.00,0.014300
504.00,0.015246
503.00,0.015974
502.00,0.015573
501.00,0.015998
500.00,0.016326
499.00,0.016377
498.00,0.016314
497.00,0.016319
496.00,0.016741
495.00,0.016310
494.00,0.016888
493.00,0.017136
492.00,0.017442
491.00,0.017751
490.00,0.017847
489.00,0.017678
488.00,0.017924
487.00,0.018180
486.00,0.018941
485.00,0.018345
484.00,0.018865
483.00,0.018774
482.00,0.019231
481.00,0.019284
480.00,0.019095
479.00,0.019559
478.00,0.019871
477.00,0.019972
476.00,0.020197
475.00,0.020066
474.00,0.020696
473.00,0.020771
472.00,0.020600
471.00,0.020639
470.00,0.020950
469.00,0.020973
468.00,0.021533
467.00,0.021565
466.00,0.021586
465.00,0.021944
464.00,0.021493
463.00,0.021943
462.00,0.022024
461.00,0.022410
460.00,0.022332
459.00,0.022426
458.00,0.022631
457.00,0.022782
456.00,0.023126
455.00,0.023018
454.00,0.022790
453.00,0.022873
452.00,0.023391
451.00,0.023414
450.00,0.023720
449.00,0.023781
448.00,0.023581
447.00,0.023784
446.00,0.023844
445.00,0.023950
444.00,0.023761
443.00,0.024061
442.00,0.024349
441.00,0.024289
440.00,0.024252
439.00,0.024252
438.00,0.024534
437.00,0.024913
436.00,0.024373
435.00,0.024950
434.00,0.025020
433.00,0.024801
432.00,0.024736
431.00,0.025574
430.00,0.025264
429.00,0.024992
428.00,0.024909
427.00,0.025164
426.00,0.025012
425.00,0.025399
424.00,0.025678
423.00,0.025534
422.00,0.025458
421.00,0.025198
420.00,0.025568
419.00,0.025494
418.00,0.026064
417.00,0.025628
416.00,0.025690
415.00,0.025589
414.00,0.025680
413.00,0.025392
412.00,0.025255
411.00,0.025397
410.00,0.025538
409.00,0.025935
408.00,0.025565
407.00,0.025723
406.00,0.025781
405.00,0.025633
404.00,0.026359
403.00,0.025939
402.00,0.026056
401.00,0.025340
400.00,0.026055
399.00,0.026396
398.00,0.026314
397.00,0.025987
396.00,0.025861
395.00,0.025803
394.00,0.026148
393.00,0.024896
392.00,0.025679
391.00,0.025449
390.00,0.025723
389.00,0.025368
388.00,0.025330
387.00,0.025455
386.00,0.025109
385.00,0.024493
384.00,0.025504
383.00,0.025990
382.00,0.025553
381.00,0.024993
380.00,0.025102
379.00,0.024458
378.00,0.024914
377.00,0.025078
376.00,0.024814
375.00,0.025610
374.00,0.024357
373.00,0.023969
372.00,0.024282
371.00,0.024180
370.00,0.025059
369.00,0.025173
368.00,0.025383
367.00,0.025244
366.00,0.025928
365.00,0.025615
364.00,0.025171
363.00,0.025507
362.00,0.025293
361.00,0.025665
360.00,0.025084
359.00,0.026341
358.00,0.025888
357.00,0.026115
356.00,0.025555
355.00,0.027139
354.00,0.026155
353.00,0.026048
352.00,0.025937
351.00,0.026736
350.00,0.026585
349.00,0.027050
348.00,0.027488
347.00,0.026540
346.00,0.027111
345.00,0.027995
344.00,0.026999
343.00,0.028875
342.00,0.029251
341.00,0.029080
340.00,0.028769
339.00,0.029639
338.00,0.030624
337.00,0.032000
336.00,0.031588
335.00,0.032562
334.00,0.033555
333.00,0.034416
332.00,0.034643
331.00,0.035622
330.00,0.038375
329.00,0.038664
328.00,0.040894
327.00,0.041017
326.00,0.042262
325.00,0.042819
324.00,0.043684
323.00,0.046253
322.00,0.048444
321.00,0.051053
320.00,0.052025
319.00,0.054394
318.00,0.056240
317.00,0.060596
316.00,0.063681
315.00,0.067091
314.00,0.069999
313.00,0.075210
312.00,0.082186
311.00,0.086709
310.00,0.091502
309.00,0.098873
308.00,0.105916
307.00,0.113468
306.00,0.121099
305.00,0.128705
304.00,0.137830
303.00,0.146874
302.00,0.153216
301.00,0.161718
300.00,0.170465
299.00,0.180108
298.00,0.186562
297.00,0.197910
296.00,0.204857
295.00,0.212607
294.00,0.222375
293.00,0.231031
292.00,0.238211
291.00,0.249779
290.00,0.260053
289.00,0.268625
288.00,0.281802
287.00,0.291979
286.00,0.302670
285.00,0.313892
284.00,0.325036
283.00,0.340279
282.00,0.354918
281.00,0.366120
280.00,0.381427
279.00,0.398743
278.00,0.413786
277.00,0.432753
276.00,0.450318
275.00,0.468791
274.00,0.490581
273.00,0.512754
272.00,0.531581
271.00,0.553543
270.00,0.581361
269.00,0.604131
268.00,0.632780
267.00,0.660094
266.00,0.684515
265.00,0.718368
264.00,0.751778
263.00,0.781583
262.00,0.818862
261.00,0.855575
260.00,0.896679
259.00,0.937321
258.00,0.978603
257.00,1.024984
256.00,1.073670
255.00,1.123353
254.00,1.177774
253.00,1.237162
252.00,1.291889
251.00,1.346521
250.00,1.405793
249.00,1.465025
248.00,1.524050
247.00,1.585157
246.00,1.631747
245.00,1.686799
244.00,1.745222
243.00,1.797511
242.00,1.851406
241.00,1.903979
240.00,1.951751
239.00,1.999725
238.00,2.056320
237.00,2.100837
236.00,2.158159
235.00,2.202703
234.00,2.255498
233.00,2.305596
232.00,2.361196
231.00,2.418635
230.00,2.475853
229.00,2.534804
228.00,2.585695
227.00,2.645787
226.00,2.676414
225.00,2.716706
224.00,2.810838
223.00,2.843658
222.00,2.881337
221.00,2.994357
220.00,2.965454
219.00,3.014288
218.00,3.057483
217.00,3.202229
216.00,3.299208
215.00,3.246330
214.00,3.345226
213.00,3.385861
212.00,3.303479
211.00,3.846315
210.00,3.629797
209.00,3.356258
208.00,3.637828
207.00,3.566142
206.00,3.486105
205.00,3.712090
204.00,3.843367
203.00,3.462415
202.00,4.034151
201.00,3.409396
200.00,3.328158
199.00,3.621331
198.00,3.084508
197.00,3.307304
196.00,3.795815
195.00,3.290391
194.00,3.523886
193.00,3.412326
192.00,4.050614
191.00,3.474804
190.00,3.096082


Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 12
5/23/2022 8:49:04 PM
Wavelength (nm),Absorbance
700.00,0.006455
699.00,0.005849
698.00,0.006997
697.00,0.005464
696.00,0.006250
695.00,0.007469
694.00,0.005896
693.00,0.006365
692.00,0.006451
691.00,0.007299
690.00,0.007188
689.00,0.006707
688.00,0.006680
687.00,0.006750
686.00,0.007136
685.00,0.006880
684.00,0.007013
683.00,0.006862
682.00,0.007803
681.00,0.006618
680.00,0.006669
679.00,0.006739
678.00,0.005577
677.00,0.006754
676.00,0.006494
675.00,0.007496
674.00,0.007508
673.00,0.006808
672.00,0.006688
671.00,0.006512
670.00,0.006658
669.00,0.006345
668.00,0.006540
667.00,0.006761
666.00,0.005362
665.00,0.005815
664.00,0.006411
663.00,0.006676
662.00,0.006831
661.00,0.006117
660.00,0.006608
659.00,0.006709
658.00,0.006501
657.00,0.006899
656.00,0.006888
655.00,0.005922
654.00,0.005895
653.00,0.005633
652.00,0.005852
651.00,0.005978
650.00,0.006216
649.00,0.005716
648.00,0.006301
647.00,0.006205
646.00,0.006876
645.00,0.005922
644.00,0.006285
643.00,0.005667
642.00,0.005276
641.00,0.006454
640.00,0.006565
639.00,0.006689
638.00,0.005902
637.00,0.007669
636.00,0.006208
635.00,0.006905
634.00,0.006620
633.00,0.006749
632.00,0.006636
631.00,0.006911
630.00,0.005429
629.00,0.007052
628.00,0.006791
627.00,0.005793
626.00,0.006765
625.00,0.006836
624.00,0.006947
623.00,0.006441
622.00,0.006676
621.00,0.005647
620.00,0.007788
619.00,0.006290
618.00,0.006634
617.00,0.006716
616.00,0.005481
615.00,0.006580
614.00,0.007497
613.00,0.007224
612.00,0.007023
611.00,0.007276
610.00,0.006084
609.00,0.007897
608.00,0.006796
607.00,0.006800
606.00,0.006652
605.00,0.007148
604.00,0.007391
603.00,0.007100
602.00,0.006798
601.00,0.007477
600.00,0.006838
599.00,0.008247
598.00,0.006967
597.00,0.007195
596.00,0.007018
595.00,0.007719
594.00,0.007720
593.00,0.006389
592.00,0.008072
591.00,0.007723
590.00,0.007163
589.00,0.007669
588.00,0.007443
587.00,0.007078
586.00,0.007435
585.00,0.006878
584.00,0.007257
583.00,0.007840
582.00,0.007686
581.00,0.007975
580.00,0.008361
579.00,0.007424
578.00,0.008417
577.00,0.007846
576.00,0.008914
575.00,0.008489
574.00,0.008235
573.00,0.007820
572.00,0.007917
571.00,0.008011
570.00,0.008010
569.00,0.008386
568.00,0.008269
567.00,0.008115
566.00,0.008266
565.00,0.008411
564.00,0.008048
563.00,0.008792
562.00,0.008921
561.00,0.007531
560.00,0.009427
559.00,0.008068
558.00,0.008316
557.00,0.009005
556.00,0.008448
555.00,0.009417
554.00,0.008616
553.00,0.008789
552.00,0.009739
551.00,0.009079
550.00,0.009619
549.00,0.009623
548.00,0.009575
547.00,0.009508
546.00,0.009636
545.00,0.009583
544.00,0.009537
543.00,0.009917
542.00,0.009710
541.00,0.010271
540.00,0.009567
539.00,0.009853
538.00,0.010264
537.00,0.009912
536.00,0.010170
535.00,0.010474
534.00,0.010569
533.00,0.010456
532.00,0.010242
531.00,0.010813
530.00,0.011015
529.00,0.011047
528.00,0.011422
527.00,0.011525
526.00,0.011549
525.00,0.012019
524.00,0.010838
523.00,0.012052
522.00,0.011682
521.00,0.011504
520.00,0.011819
519.00,0.012224
518.00,0.012733
517.00,0.012525
516.00,0.013395
515.00,0.013849
514.00,0.013117
513.00,0.012764
512.00,0.013231
511.00,0.013864
510.00,0.013800
509.00,0.013505
508.00,0.014246
507.00,0.013899
506.00,0.014197
505.00,0.013549
504.00,0.014598
503.00,0.015167
502.00,0.014458
501.00,0.014799
500.00,0.015437
499.00,0.015314
498.00,0.015284
497.00,0.015612
496.00,0.015683
495.00,0.015279
494.00,0.016109
493.00,0.016114
492.00,0.016616
491.00,0.016708
490.00,0.017032
489.00,0.016744
488.00,0.017134
487.00,0.017200
486.00,0.017604
485.00,0.017434
484.00,0.017648
483.00,0.017836
482.00,0.017932
481.00,0.018183
480.00,0.018255
479.00,0.018382
478.00,0.019198
477.00,0.018763
476.00,0.018960
475.00,0.019030
474.00,0.019965
473.00,0.019528
472.00,0.019746
471.00,0.019777
470.00,0.019804
469.00,0.020115
468.00,0.019947
467.00,0.020437
466.00,0.020352
465.00,0.020649
464.00,0.020582
463.00,0.020671
462.00,0.020765
461.00,0.021211
460.00,0.021085
459.00,0.021160
458.00,0.021353
457.00,0.021740
456.00,0.021619
455.00,0.021877
454.00,0.021484
453.00,0.021791
452.00,0.022116
451.00,0.022154
450.00,0.022372
449.00,0.022395
448.00,0.022409
447.00,0.022377
446.00,0.022313
445.00,0.022549
444.00,0.022669
443.00,0.022928
442.00,0.023013
441.00,0.023046
440.00,0.022986
439.00,0.022834
438.00,0.023235
437.00,0.023558
436.00,0.023289
435.00,0.023461
434.00,0.023363
433.00,0.023575
432.00,0.023471
431.00,0.023825
430.00,0.023480
429.00,0.023499
428.00,0.023845
427.00,0.024126
426.00,0.023548
425.00,0.023612
424.00,0.023915
423.00,0.024203
422.00,0.024281
421.00,0.023970
420.00,0.023881
419.00,0.024289
418.00,0.025152
417.00,0.024709
416.00,0.024199
415.00,0.024335
414.00,0.024260
413.00,0.024367
412.00,0.024182
411.00,0.024080
410.00,0.025141
409.00,0.024396
408.00,0.025414
407.00,0.024258
406.00,0.024467
405.00,0.024839
404.00,0.025663
403.00,0.024920
402.00,0.025324
401.00,0.024737
400.00,0.025065
399.00,0.024410
398.00,0.024605
397.00,0.025459
396.00,0.024960
395.00,0.024567
394.00,0.024151
393.00,0.023826
392.00,0.024531
391.00,0.024504
390.00,0.024100
389.00,0.024372
388.00,0.024329
387.00,0.024292
386.00,0.024250
385.00,0.025051
384.00,0.024136
383.00,0.024724
382.00,0.024718
381.00,0.024604
380.00,0.023475
379.00,0.024443
378.00,0.023818
377.00,0.024343
376.00,0.024366
375.00,0.024756
374.00,0.023814
373.00,0.023590
372.00,0.024533
371.00,0.024454
370.00,0.024059
369.00,0.025388
368.00,0.024605
367.00,0.024750
366.00,0.025130
365.00,0.025277
364.00,0.025915
363.00,0.025397
362.00,0.024868
361.00,0.023928
360.00,0.024103
359.00,0.025474
358.00,0.026381
357.00,0.025503
356.00,0.026428
355.00,0.027176
354.00,0.026081
353.00,0.025872
352.00,0.026616
351.00,0.026304
350.00,0.026108
349.00,0.026407
348.00,0.027612
347.00,0.026467
346.00,0.026386
345.00,0.027618
344.00,0.028069
343.00,0.029205
342.00,0.029522
341.00,0.029123
340.00,0.030045
339.00,0.029433
338.00,0.030418
337.00,0.031926
336.00,0.031581
335.00,0.032651
334.00,0.033367
333.00,0.034040
332.00,0.034781
331.00,0.035456
330.00,0.038176
329.00,0.038237
328.00,0.039664
327.00,0.040670
326.00,0.041734
325.00,0.042606
324.00,0.043634
323.00,0.046030
322.00,0.048241
321.00,0.049854
320.00,0.052098
319.00,0.054792
318.00,0.055698
317.00,0.059263
316.00,0.062748
315.00,0.067088
314.00,0.069505
313.00,0.074227
312.00,0.079244
311.00,0.085458
310.00,0.090982
309.00,0.098017
308.00,0.103860
307.00,0.111606
306.00,0.119125
305.00,0.126285
304.00,0.135617
303.00,0.144167
302.00,0.151434
301.00,0.159094
300.00,0.168293
299.00,0.176728
298.00,0.183499
297.00,0.194029
296.00,0.200238
295.00,0.209494
294.00,0.218505
293.00,0.226137
292.00,0.233163
291.00,0.244594
290.00,0.255192
289.00,0.264214
288.00,0.276542
287.00,0.286415
286.00,0.294753
285.00,0.306919
284.00,0.319217
283.00,0.332032
282.00,0.344779
281.00,0.358200
280.00,0.371562
279.00,0.388335
278.00,0.403044
277.00,0.421617
276.00,0.439844
275.00,0.455533
274.00,0.476403
273.00,0.498720
272.00,0.517112
271.00,0.538432
270.00,0.564072
269.00,0.586902
268.00,0.614106
267.00,0.639646
266.00,0.666189
265.00,0.699318
264.00,0.730726
263.00,0.759056
262.00,0.794786
261.00,0.832743
260.00,0.870454
259.00,0.910778
258.00,0.952849
257.00,0.995235
256.00,1.044799
255.00,1.094112
254.00,1.144251
253.00,1.204587
252.00,1.257027
251.00,1.308221
250.00,1.367225
249.00,1.424828
248.00,1.481655
247.00,1.542967
246.00,1.585589
245.00,1.638719
244.00,1.698255
243.00,1.749119
242.00,1.801808
241.00,1.853503
240.00,1.898094
239.00,1.946224
238.00,1.995126
237.00,2.042426
236.00,2.100527
235.00,2.144430
234.00,2.194992
233.00,2.244396
232.00,2.294811
231.00,2.347960
230.00,2.401193
229.00,2.465574
228.00,2.513983
227.00,2.565757
226.00,2.619202
225.00,2.667130
224.00,2.699730
223.00,2.770832
222.00,2.814095
221.00,2.905669
220.00,2.955666
219.00,3.026959
218.00,3.052026
217.00,3.215062
216.00,3.162625
215.00,3.402763
214.00,3.346985
213.00,3.281570
212.00,3.393158
211.00,3.239546
210.00,3.762950
209.00,3.470558
208.00,3.464529
207.00,3.737180
206.00,3.492632
205.00,3.486862
204.00,3.489251
203.00,3.607975
202.00,3.428467
201.00,NaN
200.00,3.560235
199.00,3.974102
198.00,3.341285
197.00,3.711360
196.00,3.859403
195.00,3.768512
194.00,3.323802
193.00,3.571861
192.00,3.066186
191.00,3.030200
190.00,4.903942


Fe-DFOB+ phosphate buffer +H2O2 + water, Cycle 13
5/23/2022 9:19:03 PM
Wavelength (nm),Absorbance
700.00,0.006295
699.00,0.005365
698.00,0.006801
697.00,0.005398
696.00,0.005168
695.00,0.006382
694.00,0.004653
693.00,0.005570
692.00,0.004712
691.00,0.006085
690.00,0.005259
689.00,0.007131
688.00,0.005290
687.00,0.006628
686.00,0.005704
685.00,0.006643
684.00,0.005829
683.00,0.006633
682.00,0.006450
681.00,0.006178
680.00,0.006514
679.00,0.005605
678.00,0.005778
677.00,0.005354
676.00,0.005419
675.00,0.006273
674.00,0.006865
673.00,0.006448
672.00,0.005538
671.00,0.005777
670.00,0.006814
669.00,0.006470
668.00,0.005320
667.00,0.006182
666.00,0.005801
665.00,0.006373
664.00,0.005853
663.00,0.006420
662.00,0.006453
661.00,0.005332
660.00,0.006876
659.00,0.006397
658.00,0.006921
657.00,0.006542
656.00,0.006458
655.00,0.005419
654.00,0.006915
653.00,0.005849
652.00,0.006166
651.00,0.005606
650.00,0.006299
649.00,0.005858
648.00,0.006225
647.00,0.005512
646.00,0.007498
645.00,0.005054
644.00,0.006763
643.00,0.006472
642.00,0.005742
641.00,0.006643
640.00,0.007041
639.00,0.006053
638.00,0.007498
637.00,0.007199
636.00,0.006169
635.00,0.005790
634.00,0.007174
633.00,0.006471
632.00,0.006227
631.00,0.006604
630.00,0.006480
629.00,0.006609
628.00,0.007114
627.00,0.005660
626.00,0.006450
625.00,0.006830
624.00,0.008010
623.00,0.007219
622.00,0.006185
621.00,0.006500
620.00,0.006504
619.00,0.007179
618.00,0.007611
617.00,0.006511
616.00,0.005830
615.00,0.006543
614.00,0.006704
613.00,0.006961
612.00,0.007512
611.00,0.007425
610.00,0.006261
609.00,0.007645
608.00,0.006702
607.00,0.006448
606.00,0.007010
605.00,0.007377
604.00,0.007225
603.00,0.007251
602.00,0.007112
601.00,0.006666
600.00,0.006813
599.00,0.007012
598.00,0.007893
597.00,0.006627
596.00,0.007675
595.00,0.007578
594.00,0.008630
593.00,0.007285
592.00,0.007885
591.00,0.007391
590.00,0.007225
589.00,0.007378
588.00,0.007272
587.00,0.006849
586.00,0.007288
585.00,0.006995
584.00,0.006527
583.00,0.007354
582.00,0.007912
581.00,0.007152
580.00,0.007920
579.00,0.008402
578.00,0.007915
577.00,0.007780
576.00,0.008464
575.00,0.008200
574.00,0.007840
573.00,0.008259
572.00,0.008031
571.00,0.007695
570.00,0.007663
569.00,0.006939
568.00,0.008239
567.00,0.007731
566.00,0.008021
565.00,0.008788
564.00,0.007653
563.00,0.009225
562.00,0.008829
561.00,0.008100
