Sample1, Cycle 1
5/15/2022 9:44:14 AM
Wavelength (nm),Absorbance
516.00,-0.000493
515.00,-0.000243
514.00,-0.000825
513.00,-0.000395
512.00,-0.000199
511.00,-0.000092
510.00,0.000192
509.00,-0.000608
508.00,-0.000014
507.00,-0.000464
506.00,-0.000046
505.00,0.000514
504.00,0.000235
503.00,0.000135
502.00,-0.000160
501.00,-0.000201
500.00,0.000581
499.00,0.000602
498.00,0.000405
497.00,0.000422
496.00,0.001044
495.00,0.001265
494.00,0.001185
493.00,0.001234
492.00,0.001005
491.00,0.001325
490.00,0.001313
489.00,0.000965
488.00,0.001339
487.00,0.001318
486.00,0.001442
485.00,0.001661
484.00,0.001814
483.00,0.001580
482.00,0.001961
481.00,0.002092
480.00,0.002056
479.00,0.001614
478.00,0.001945
477.00,0.002335
476.00,0.002149
475.00,0.002182
474.00,0.002313
473.00,0.002582
472.00,0.002593
471.00,0.002407
470.00,0.002656
469.00,0.002604
468.00,0.002752
467.00,0.002698
466.00,0.002708
465.00,0.003018
464.00,0.003161
463.00,0.002906
462.00,0.003352
461.00,0.003318
460.00,0.003267
459.00,0.003348
458.00,0.003011
457.00,0.003222
456.00,0.003382
455.00,0.003530
454.00,0.003598
453.00,0.004008
452.00,0.003681
451.00,0.003771
450.00,0.003694
449.00,0.003611
448.00,0.004201
447.00,0.003845
446.00,0.003961
445.00,0.003901
444.00,0.004115
443.00,0.004084
442.00,0.004447
441.00,0.004210
440.00,0.004138
439.00,0.004892
438.00,0.004385
437.00,0.004119
436.00,0.004057
435.00,0.004300
434.00,0.004702
433.00,0.004567
432.00,0.005054
431.00,0.004552
430.00,0.004985
429.00,0.004790
428.00,0.004683
427.00,0.005029
426.00,0.004917
425.00,0.005043
424.00,0.004885
423.00,0.004955
422.00,0.005093
421.00,0.005285
420.00,0.005581
419.00,0.005201
418.00,0.005341
417.00,0.005401
416.00,0.005708
415.00,0.005839
414.00,0.005559
413.00,0.005968
412.00,0.005812
411.00,0.005577
410.00,0.005597
409.00,0.005946
408.00,0.005534
407.00,0.006279
406.00,0.005375
405.00,0.006078
404.00,0.006573
403.00,0.006237
402.00,0.006939
401.00,0.006564
400.00,0.005688
399.00,0.006660
398.00,0.006216
397.00,0.005879
396.00,0.006319
395.00,0.006764
394.00,0.006306
393.00,0.006570
392.00,0.006602
391.00,0.006202
390.00,0.007023
389.00,0.006824
388.00,0.006338
387.00,0.006468
386.00,0.006859
385.00,0.007270
384.00,0.006727
383.00,0.006574
382.00,0.006437
381.00,0.007033
380.00,0.007998
379.00,0.007844
378.00,0.007442
377.00,0.008090
376.00,0.007639
375.00,0.006863
374.00,0.008563
373.00,0.007879
372.00,0.008164
371.00,0.008337
370.00,0.009009
369.00,0.008278
368.00,0.009654
367.00,0.009297
366.00,0.010041
365.00,0.010267
364.00,0.009968
363.00,0.011029
362.00,0.010776
361.00,0.010381
360.00,0.011267
359.00,0.010942
358.00,0.011948
357.00,0.011725
356.00,0.011397
355.00,0.012697
354.00,0.011929
353.00,0.013754
352.00,0.012652
351.00,0.013809
350.00,0.013911
349.00,0.014894
348.00,0.014726
347.00,0.014313
346.00,0.015863
345.00,0.015592
344.00,0.015181
343.00,0.016537
342.00,0.017595
341.00,0.015801
340.00,0.017113
339.00,0.018749
338.00,0.018772
337.00,0.019920
336.00,0.021387
335.00,0.021600
334.00,0.022160
333.00,0.023262
332.00,0.023901
331.00,0.024857
330.00,0.025683
329.00,0.027226
328.00,0.028684
327.00,0.029399
326.00,0.031399
325.00,0.032881
324.00,0.033047
323.00,0.035980
322.00,0.036806
321.00,0.039579
320.00,0.041773
319.00,0.043220
318.00,0.044092
317.00,0.046735
316.00,0.050156
315.00,0.053037
314.00,0.055785
313.00,0.059478
312.00,0.062863
311.00,0.068164
310.00,0.072533
309.00,0.077063
308.00,0.080880
307.00,0.086453
306.00,0.092199
305.00,0.099171
304.00,0.104550
303.00,0.110372
302.00,0.116516
301.00,0.122771
300.00,0.129734
299.00,0.135986
298.00,0.140601
297.00,0.149071
296.00,0.156434
295.00,0.162805
294.00,0.170271
293.00,0.176629
292.00,0.184029
291.00,0.192852
290.00,0.201344
289.00,0.209599
288.00,0.216327
287.00,0.225901
286.00,0.234529
285.00,0.242301
284.00,0.253193
283.00,0.264743
282.00,0.275262
281.00,0.285078
280.00,0.296621
279.00,0.310404
278.00,0.322166
277.00,0.336866
276.00,0.351717
275.00,0.365318
274.00,0.380839
273.00,0.397380
272.00,0.413658
271.00,0.429186
270.00,0.449874
269.00,0.468371
268.00,0.489626
267.00,0.510445
266.00,0.531644
265.00,0.556608
264.00,0.580507
263.00,0.602686
262.00,0.630712
261.00,0.659478
260.00,0.686594
259.00,0.716624
258.00,0.744871
257.00,0.777965
256.00,0.812565
255.00,0.846809
254.00,0.883408
253.00,0.925051
252.00,0.961837
251.00,0.999080
250.00,1.039598
249.00,1.080960
248.00,1.123884
247.00,1.167621
246.00,1.200965
245.00,1.241566
244.00,1.285638
243.00,1.325424
242.00,1.365028
241.00,1.405382
240.00,1.442137
239.00,1.476945
238.00,1.519757
237.00,1.556360
236.00,1.598976
235.00,1.637607
234.00,1.672590
233.00,1.713247
232.00,1.753372
231.00,1.794616
230.00,1.837220
229.00,1.886399
228.00,1.926130
227.00,1.971777
226.00,2.020899
225.00,2.059687
224.00,2.111955
223.00,2.164399
222.00,2.229107
221.00,2.293494
220.00,2.359965
219.00,2.411874
218.00,2.527203
217.00,2.592521
216.00,2.629719
215.00,2.750528
214.00,2.815419
213.00,2.931314
212.00,3.084444
211.00,3.045894
210.00,3.356670
209.00,3.651634
208.00,3.364946
207.00,3.284934
206.00,3.173006
205.00,3.360077
204.00,3.200506
203.00,3.216496
202.00,3.713171
201.00,4.512044
200.00,3.151062
199.00,3.322989
198.00,4.174921
197.00,3.052976
196.00,3.429865
195.00,3.021453
194.00,2.865317
193.00,2.924670
192.00,3.000420
191.00,3.010934
190.00,2.852540


Sample1, Cycle 15
5/15/2022 4:45:00 PM
Wavelength (nm),Absorbance
700.00,-0.001732
699.00,-0.001706
698.00,-0.002766
697.00,-0.001850
696.00,-0.002472
695.00,-0.002240
694.00,-0.002441
693.00,-0.002711
692.00,-0.002659
691.00,-0.002300
690.00,-0.002980
689.00,-0.003238
688.00,-0.002823
687.00,-0.002949
686.00,-0.001470
685.00,-0.002996
684.00,-0.001864
683.00,-0.002115
682.00,-0.002311
681.00,-0.002559
680.00,-0.002654
679.00,-0.002529
678.00,-0.002061
677.00,-0.002589
676.00,-0.002218
675.00,-0.001843
674.00,-0.002327
673.00,-0.002683
672.00,-0.002786
671.00,-0.002635
670.00,-0.002537
669.00,-0.002130
668.00,-0.002284
667.00,-0.002601
666.00,-0.003578
665.00,-0.003339
664.00,-0.002110
663.00,-0.002251
662.00,-0.001831
661.00,-0.002258
660.00,-0.002665
659.00,-0.002593
658.00,-0.002230
657.00,-0.003646
656.00,-0.003033
655.00,-0.002458
654.00,-0.002743
653.00,-0.003181
652.00,-0.001628
651.00,-0.002066
650.00,-0.001728
649.00,-0.002144
648.00,-0.001213
647.00,-0.001938
646.00,-0.003561
645.00,-0.001487
644.00,-0.002999
643.00,-0.001546
642.00,-0.003649
641.00,-0.002206
640.00,-0.003057
639.00,-0.001215
638.00,-0.002151
637.00,-0.002925
636.00,-0.002803
635.00,-0.002553
634.00,-0.002350
633.00,-0.002014
632.00,-0.001799
631.00,-0.001994
630.00,-0.002264
629.00,-0.002037
628.00,-0.002596
627.00,-0.001759
626.00,-0.002827
625.00,-0.002403
624.00,-0.002496
623.00,-0.003718
622.00,-0.003120
621.00,-0.002326
620.00,-0.002302
619.00,-0.002056
618.00,-0.003132
617.00,-0.001746
616.00,-0.002433
615.00,-0.003560
614.00,-0.002319
613.00,-0.002723
612.00,-0.002515
611.00,-0.003128
610.00,-0.001961
609.00,-0.002281
608.00,-0.001852
607.00,-0.001986
606.00,-0.002622
605.00,-0.003178
604.00,-0.002714
603.00,-0.003304
602.00,-0.002747
601.00,-0.002577
600.00,-0.002829
599.00,-0.001688
598.00,-0.002536
597.00,-0.002531
596.00,-0.002695
595.00,-0.003038
594.00,-0.002796
593.00,-0.002396
592.00,-0.002313
591.00,-0.002499
590.00,-0.002982
589.00,-0.001968
588.00,-0.002284
587.00,-0.002645
586.00,-0.002411
585.00,-0.002716
584.00,-0.002687
583.00,-0.002843
582.00,-0.002249
581.00,-0.002991
580.00,-0.002194
579.00,-0.002522
578.00,-0.003061
577.00,-0.002945
576.00,-0.002359
575.00,-0.002763
574.00,-0.002654
573.00,-0.002453
572.00,-0.003008
571.00,-0.002862
570.00,-0.002048
569.00,-0.002772
568.00,-0.001932
567.00,-0.002268
566.00,-0.003989
565.00,-0.002572
564.00,-0.003089
563.00,-0.002192
562.00,-0.001547
561.00,-0.001909
560.00,-0.002191
559.00,-0.002630
558.00,-0.002092
557.00,-0.002039
556.00,-0.001984
555.00,-0.002260
554.00,-0.001775
553.00,-0.002040
552.00,-0.002255
551.00,-0.002594
550.00,-0.001607
549.00,-0.001457
548.00,-0.002232
547.00,-0.001878
546.00,-0.001559
545.00,-0.001678
544.00,-0.001981
543.00,-0.001683
542.00,-0.001876
541.00,-0.001971
540.00,-0.001880
539.00,-0.001226
538.00,-0.001720
537.00,-0.001870
536.00,-0.001762
535.00,-0.001533
534.00,-0.001952
533.00,-0.001634
532.00,-0.001495
531.00,-0.001599
530.00,-0.001364
529.00,-0.001397
528.00,-0.001057
527.00,-0.001325
526.00,-0.001801
525.00,-0.001364
524.00,-0.001364
523.00,-0.001067
522.00,-0.001279
521.00,-0.001211
520.00,-0.000567
519.00,-0.001106
518.00,-0.000744
517.00,-0.001086
516.00,-0.000484
515.00,-0.000372
514.00,-0.000904
513.00,-0.000799
512.00,-0.000562
511.00,-0.000002
510.00,-0.000324
509.00,-0.000707
508.00,-0.000400
507.00,-0.000779
506.00,-0.000501
505.00,0.000515
504.00,-0.000164
503.00,0.000259
502.00,-0.000051
501.00,0.000269
500.00,0.000287
499.00,-0.000101
498.00,-0.000068
497.00,-0.000155
496.00,0.000470
495.00,0.000679
494.00,0.000339
493.00,0.000429
492.00,0.000706
491.00,0.000988
490.00,0.000866
489.00,0.000510
488.00,0.000754
487.00,0.000700
486.00,0.001196
485.00,0.001038
484.00,0.001330
483.00,0.001234
482.00,0.001173
481.00,0.001718
480.00,0.001652
479.00,0.001219
478.00,0.001586
477.00,0.001498
476.00,0.001899
475.00,0.001621
474.00,0.001637
473.00,0.002163
472.00,0.001842
471.00,0.001868
470.00,0.001975
469.00,0.002237
468.00,0.001837
467.00,0.002188
466.00,0.002193
465.00,0.002296
464.00,0.002466
463.00,0.002465
462.00,0.002637
461.00,0.002573
460.00,0.002871
459.00,0.002620
458.00,0.002457
457.00,0.002398
456.00,0.002716
455.00,0.003053
454.00,0.002858
453.00,0.003296
452.00,0.003004
451.00,0.002937
450.00,0.002856
449.00,0.003057
448.00,0.003384
447.00,0.003234
446.00,0.003284
445.00,0.003235
444.00,0.003340
443.00,0.003547
442.00,0.003496
441.00,0.003286
440.00,0.003280
439.00,0.003832
438.00,0.003467
437.00,0.003599
436.00,0.003425
435.00,0.003716
434.00,0.003826
433.00,0.004076
432.00,0.004016
431.00,0.003987
430.00,0.003931
429.00,0.004110
428.00,0.004090
427.00,0.004157
426.00,0.003986
425.00,0.004214
424.00,0.004413
423.00,0.004303
422.00,0.004375
421.00,0.004519
420.00,0.004774
419.00,0.004483
418.00,0.004625
417.00,0.004514
416.00,0.005140
415.00,0.004752
414.00,0.004759
413.00,0.005114
412.00,0.005533
411.00,0.004674
410.00,0.004834
409.00,0.005600
408.00,0.005304
407.00,0.005379
406.00,0.005279
405.00,0.005645
404.00,0.005361
403.00,0.004881
402.00,0.006096
401.00,0.006070
400.00,0.005642
399.00,0.006319
398.00,0.005716
397.00,0.005685
396.00,0.006009
395.00,0.005885
394.00,0.006048
393.00,0.005999
392.00,0.006096
391.00,0.005966
390.00,0.006498
389.00,0.005998
388.00,0.006122
387.00,0.006321
386.00,0.006363
385.00,0.006412
384.00,0.006629
383.00,0.006956
382.00,0.006162
381.00,0.007140
380.00,0.006853
379.00,0.007054
378.00,0.007087
377.00,0.007213
376.00,0.008093
375.00,0.007053
374.00,0.008098
373.00,0.007345
372.00,0.007675
371.00,0.008198
370.00,0.008734
369.00,0.007866
368.00,0.009454
367.00,0.008970
366.00,0.010235
365.00,0.009424
364.00,0.009739
363.00,0.009883
362.00,0.010076
361.00,0.010793
360.00,0.010822
359.00,0.010788
358.00,0.011169
357.00,0.010910
356.00,0.011916
355.00,0.011799
354.00,0.012257
353.00,0.012628
352.00,0.012560
351.00,0.013272
350.00,0.013576
349.00,0.014153
348.00,0.013510
347.00,0.014528
346.00,0.014634
345.00,0.015351
344.00,0.014895
343.00,0.016295
342.00,0.016350
341.00,0.016591
340.00,0.017059
339.00,0.017866
338.00,0.018889
337.00,0.018834
336.00,0.020342
335.00,0.020586
334.00,0.021906
333.00,0.022649
332.00,0.023814
331.00,0.024879
330.00,0.026185
329.00,0.025557
328.00,0.028382
327.00,0.028883
326.00,0.030553
325.00,0.031673
324.00,0.032452
323.00,0.034694
322.00,0.035758
321.00,0.038255
320.00,0.040343
319.00,0.042495
318.00,0.044083
317.00,0.045630
316.00,0.048738
315.00,0.052134
314.00,0.054301
313.00,0.058086
312.00,0.061959
311.00,0.066503
310.00,0.070577
309.00,0.075658
308.00,0.079624
307.00,0.085247
306.00,0.090054
305.00,0.096329
304.00,0.101674
303.00,0.107573
302.00,0.114049
301.00,0.119700
300.00,0.126305
299.00,0.132914
298.00,0.137844
297.00,0.144737
296.00,0.152035
295.00,0.158176
294.00,0.165093
293.00,0.172183
292.00,0.179693
291.00,0.188326
290.00,0.194053
289.00,0.203330
288.00,0.210985
287.00,0.219455
286.00,0.226852
285.00,0.236505
284.00,0.247122
283.00,0.256296
282.00,0.266881
281.00,0.277745
280.00,0.287669
279.00,0.301414
278.00,0.312718
277.00,0.325287
276.00,0.341070
275.00,0.353096
274.00,0.368479
273.00,0.384363
272.00,0.399792
271.00,0.415351
270.00,0.435326
269.00,0.454498
268.00,0.472302
267.00,0.493863
266.00,0.513853
265.00,0.537665
264.00,0.561637
263.00,0.583177
262.00,0.609467
261.00,0.635817
260.00,0.663535
259.00,0.690994
258.00,0.720522
257.00,0.751694
256.00,0.785871
255.00,0.819454
254.00,0.854452
253.00,0.893767
252.00,0.929304
251.00,0.964389
250.00,1.005317
249.00,1.044540
248.00,1.084925
247.00,1.128342
246.00,1.160875
245.00,1.200476
244.00,1.242876
243.00,1.281002
242.00,1.320297
241.00,1.359242
240.00,1.393735
239.00,1.431045
238.00,1.467896
237.00,1.505496
236.00,1.546054
235.00,1.582689
234.00,1.618598
233.00,1.656554
232.00,1.694155
231.00,1.734142
230.00,1.775997
229.00,1.823754
228.00,1.862858
227.00,1.905848
226.00,1.953246
225.00,1.994265
224.00,2.048895
223.00,2.110410
222.00,2.161405
221.00,2.230013
220.00,2.296483
219.00,2.340192
218.00,2.428357
217.00,2.541030
216.00,2.553995
215.00,2.724409
214.00,2.753346
213.00,2.898981
212.00,2.921823
211.00,3.196432
210.00,3.114932
209.00,3.273599
208.00,3.198993
207.00,3.270528
206.00,3.359529
205.00,3.406433
204.00,3.280672
203.00,3.408171
202.00,3.093894
201.00,3.424251
200.00,3.229987
199.00,3.467268
198.00,4.258368
197.00,2.947884
196.00,3.189128
195.00,3.082151
194.00,3.004274
193.00,3.024309
192.00,3.387985
191.00,2.708797
190.00,3.034269


Sample1, Cycle 16
5/15/2022 5:15:00 PM
Wavelength (nm),Absorbance
700.00,-0.003316
699.00,-0.002335
698.00,-0.002771
697.00,-0.001394
696.00,-0.002195
695.00,-0.002311
694.00,-0.002922
693.00,-0.002941
692.00,-0.001596
691.00,-0.001282
690.00,-0.003556
689.00,-0.002444
688.00,-0.002007
687.00,-0.002507
686.00,-0.002389
685.00,-0.001998
684.00,-0.001736
683.00,-0.002932
682.00,-0.003318
681.00,-0.002687
680.00,-0.002328
679.00,-0.002096
678.00,-0.001453
677.00,-0.002356
676.00,-0.002315
675.00,-0.001848
674.00,-0.003027
673.00,-0.002400
672.00,-0.002343
671.00,-0.001934
670.00,-0.002905
669.00,-0.002207
668.00,-0.003052
667.00,-0.002008
666.00,-0.002419
665.00,-0.002660
664.00,-0.002814
663.00,-0.003042
662.00,-0.001483
661.00,-0.002275
660.00,-0.003366
659.00,-0.002419
658.00,-0.002004
657.00,-0.002826
656.00,-0.003145
655.00,-0.002391
654.00,-0.002300
653.00,-0.002301
652.00,-0.001609
651.00,-0.001705
650.00,-0.002490
649.00,-0.001999
648.00,-0.001064
647.00,-0.003425
646.00,-0.003053
645.00,-0.001415
644.00,-0.002956
643.00,-0.001374
642.00,-0.002513
641.00,-0.001532
640.00,-0.002416
639.00,-0.001541
638.00,-0.002912
637.00,-0.002404
636.00,-0.002162
635.00,-0.002627
634.00,-0.002832
633.00,-0.001932
632.00,-0.001394
631.00,-0.002582
630.00,-0.001886
629.00,-0.002022
628.00,-0.003147
627.00,-0.002691
626.00,-0.002833
625.00,-0.002386
624.00,-0.002792
623.00,-0.003292
622.00,-0.003311
621.00,-0.002732
620.00,-0.003131
619.00,-0.003371
618.00,-0.003063
617.00,-0.001261
616.00,-0.002384
615.00,-0.003173
614.00,-0.001499
613.00,-0.003095
612.00,-0.003707
611.00,-0.002504
610.00,-0.002554
609.00,-0.002941
608.00,-0.002369
607.00,-0.002522
606.00,-0.002590
605.00,-0.002424
604.00,-0.002305
603.00,-0.002515
602.00,-0.003238
601.00,-0.002483
600.00,-0.003141
599.00,-0.001496
598.00,-0.002210
597.00,-0.002437
596.00,-0.002624
595.00,-0.003470
594.00,-0.002573
593.00,-0.003050
592.00,-0.002577
591.00,-0.002590
590.00,-0.002644
589.00,-0.002610
588.00,-0.002276
587.00,-0.003599
586.00,-0.002661
585.00,-0.002259
584.00,-0.002475
583.00,-0.003003
582.00,-0.002694
581.00,-0.002190
580.00,-0.002519
579.00,-0.002390
578.00,-0.002497
577.00,-0.002590
576.00,-0.002344
575.00,-0.003117
574.00,-0.002368
573.00,-0.001790
572.00,-0.002533
571.00,-0.002990
570.00,-0.002484
569.00,-0.002887
568.00,-0.003072
567.00,-0.003079
566.00,-0.003348
565.00,-0.002785
564.00,-0.002715
563.00,-0.002059
562.00,-0.001788
561.00,-0.001693
560.00,-0.002225
559.00,-0.002356
558.00,-0.001856
557.00,-0.002194
556.00,-0.001986
555.00,-0.001780
554.00,-0.001673
553.00,-0.002203
552.00,-0.002637
551.00,-0.002605
550.00,-0.002163
549.00,-0.001482
548.00,-0.002159
547.00,-0.002235
546.00,-0.001976
545.00,-0.001877
544.00,-0.001501
543.00,-0.001904
542.00,-0.002002
541.00,-0.001646
540.00,-0.001837
539.00,-0.001821
538.00,-0.001935
537.00,-0.001610
536.00,-0.001660
535.00,-0.001666
534.00,-0.002347
533.00,-0.001774
532.00,-0.001524
531.00,-0.001848
530.00,-0.001130
529.00,-0.001410
528.00,-0.001475
527.00,-0.001594
526.00,-0.001302
525.00,-0.001537
524.00,-0.001428
523.00,-0.001350
522.00,-0.001273
521.00,-0.001430
520.00,-0.001355
519.00,-0.001014
518.00,-0.000737
517.00,-0.001130
516.00,-0.000791
515.00,-0.000858
514.00,-0.001129
513.00,-0.000539
512.00,-0.000634
511.00,-0.000602
510.00,-0.000246
509.00,-0.000979
508.00,-0.000948
507.00,-0.001196
506.00,-0.000765
505.00,-0.000049
504.00,-0.000453
503.00,0.000324
502.00,-0.000341
501.00,0.000122
500.00,-0.000275
499.00,-0.000054
498.00,-0.000309
497.00,-0.000237
496.00,0.000078
495.00,0.000590
494.00,0.000061
493.00,0.000285
492.00,0.000564
491.00,0.000488
490.00,0.000550
489.00,0.000193
488.00,0.000278
487.00,0.000563
486.00,0.000838
485.00,0.000633
484.00,0.000954
483.00,0.000837
482.00,0.000814
481.00,0.001026
480.00,0.000928
479.00,0.000827
478.00,0.001333
477.00,0.001142
476.00,0.001106
475.00,0.000929
474.00,0.001186
473.00,0.001495
472.00,0.001658
471.00,0.001431
470.00,0.001443
469.00,0.001654
468.00,0.001710
467.00,0.001527
466.00,0.001827
465.00,0.001782
464.00,0.002095
463.00,0.001793
462.00,0.002086
461.00,0.002028
460.00,0.002166
459.00,0.002112
458.00,0.002199
457.00,0.001879
456.00,0.002088
455.00,0.002156
454.00,0.002445
453.00,0.002699
452.00,0.002504
451.00,0.002497
450.00,0.002221
449.00,0.002332
448.00,0.002913
447.00,0.002712
446.00,0.002801
445.00,0.002794
444.00,0.003032
443.00,0.002832
442.00,0.003242
441.00,0.002641
440.00,0.002864
439.00,0.003301
438.00,0.002885
437.00,0.002923
436.00,0.003023
435.00,0.003419
434.00,0.003173
433.00,0.003696
432.00,0.003377
431.00,0.003408
430.00,0.003508
429.00,0.003473
428.00,0.003617
427.00,0.003620
426.00,0.003570
425.00,0.003790
424.00,0.003836
423.00,0.003563
422.00,0.004003
421.00,0.004003
420.00,0.004156
419.00,0.004141
418.00,0.004203
417.00,0.004456
416.00,0.004280
415.00,0.004054
414.00,0.004282
413.00,0.004878
412.00,0.004689
411.00,0.004664
410.00,0.004391
409.00,0.004813
408.00,0.004924
407.00,0.004727
406.00,0.004444
405.00,0.005009
404.00,0.005047
403.00,0.004325
402.00,0.005409
401.00,0.005188
400.00,0.004909
399.00,0.005777
398.00,0.005066
397.00,0.005504
396.00,0.005517
395.00,0.005901
394.00,0.005296
393.00,0.005852
392.00,0.005364
391.00,0.006079
390.00,0.005671
389.00,0.005688
388.00,0.005618
387.00,0.005376
386.00,0.005663
385.00,0.006280
384.00,0.005204
383.00,0.006284
382.00,0.005939
381.00,0.007230
380.00,0.006694
379.00,0.006631
378.00,0.006852
377.00,0.006886
376.00,0.006936
375.00,0.006056
374.00,0.007739
373.00,0.007702
372.00,0.008297
371.00,0.007540
370.00,0.007800
369.00,0.008709
368.00,0.007944
367.00,0.008746
366.00,0.009318
365.00,0.009326
364.00,0.009043
363.00,0.009277
362.00,0.009844
361.00,0.010222
360.00,0.010889
359.00,0.010836
358.00,0.010623
357.00,0.011329
356.00,0.011080
355.00,0.011928
354.00,0.011326
353.00,0.012702
352.00,0.012932
351.00,0.012595
350.00,0.013244
349.00,0.014361
348.00,0.013453
347.00,0.014260
346.00,0.014611
345.00,0.015420
344.00,0.014676
343.00,0.015511
342.00,0.016593
341.00,0.015394
340.00,0.016788
339.00,0.016909
338.00,0.018990
337.00,0.018769
336.00,0.021492
335.00,0.021062
334.00,0.021948
333.00,0.022605
332.00,0.023767
331.00,0.023655
330.00,0.025151
329.00,0.025008
328.00,0.027396
327.00,0.028821
326.00,0.030388
325.00,0.031314
324.00,0.032530
323.00,0.033590
322.00,0.036378
321.00,0.037977
320.00,0.040412
319.00,0.041255
318.00,0.042368
317.00,0.044457
316.00,0.047574
315.00,0.050987
314.00,0.053688
313.00,0.056596
312.00,0.060282
311.00,0.064855
310.00,0.068907
309.00,0.072649
308.00,0.077348
307.00,0.082215
306.00,0.087757
305.00,0.094404
304.00,0.099574
303.00,0.105549
302.00,0.111670
301.00,0.116858
300.00,0.122553
299.00,0.129048
298.00,0.134482
297.00,0.141004
296.00,0.149026
295.00,0.154397
294.00,0.160854
293.00,0.167443
292.00,0.175082
291.00,0.182459
290.00,0.187892
289.00,0.196541
288.00,0.205079
287.00,0.212326
286.00,0.220413
285.00,0.228046
284.00,0.238640
283.00,0.248120
282.00,0.257871
281.00,0.267852
280.00,0.278822
279.00,0.289990
278.00,0.301540
277.00,0.314604
276.00,0.328029
275.00,0.340029
274.00,0.355042
273.00,0.369886
272.00,0.384098
271.00,0.399428
270.00,0.418284
269.00,0.436466
268.00,0.455315
267.00,0.475505
266.00,0.493786
265.00,0.516233
264.00,0.540043
263.00,0.560463
262.00,0.585891
261.00,0.612015
260.00,0.636907
259.00,0.664263
258.00,0.692610
257.00,0.724332
256.00,0.755352
255.00,0.786381
254.00,0.820231
253.00,0.859482
252.00,0.894130
251.00,0.927624
250.00,0.966874
249.00,1.005281
248.00,1.044510
247.00,1.086399
246.00,1.117006
245.00,1.155826
244.00,1.197327
243.00,1.233346
242.00,1.271175
241.00,1.308555
240.00,1.342661
239.00,1.377563
238.00,1.416200
237.00,1.449450
236.00,1.489593
235.00,1.523972
234.00,1.558188
233.00,1.593800
232.00,1.631107
231.00,1.671027
230.00,1.710514
229.00,1.757445
228.00,1.792536
227.00,1.835439
226.00,1.882929
225.00,1.923998
224.00,1.980792
223.00,2.038579
222.00,2.076309
221.00,2.134777
220.00,2.235354
219.00,2.288616
218.00,2.347977
217.00,2.450889
216.00,2.509199
215.00,2.596269
214.00,2.669585
213.00,2.860858
212.00,2.947064
211.00,2.911941
210.00,3.039388
209.00,3.204634
208.00,3.326272
207.00,3.215763
206.00,3.345277
205.00,3.178903
204.00,4.506100
203.00,3.537404
202.00,3.096377
201.00,4.776349
200.00,3.047289
199.00,3.397367
198.00,3.329943
197.00,3.454789
196.00,2.929747
195.00,3.646345
194.00,4.108434
193.00,2.977891
192.00,3.010682
191.00,2.628840
190.00,2.879530


Sample1, Cycle 17
5/15/2022 5:45:00 PM
Wavelength (nm),Absorbance
700.00,-0.002826
699.00,-0.002359
698.00,-0.002888
697.00,-0.001692
696.00,-0.002068
695.00,-0.002318
694.00,-0.002409
693.00,-0.003231
692.00,-0.002458
691.00,-0.002570
690.00,-0.002918
689.00,-0.003423
688.00,-0.002084
687.00,-0.001962
686.00,-0.001291
685.00,-0.002771
684.00,-0.002296
683.00,-0.002265
682.00,-0.002400
681.00,-0.003504
680.00,-0.002201
679.00,-0.002867
678.00,-0.001792
677.00,-0.002606
676.00,-0.002445
675.00,-0.001551
674.00,-0.002317
673.00,-0.002041
672.00,-0.002292
671.00,-0.002075
670.00,-0.003895
669.00,-0.002032
668.00,-0.002152
667.00,-0.002678
666.00,-0.002904
665.00,-0.002563
664.00,-0.002259
663.00,-0.002074
662.00,-0.002069
661.00,-0.002081
660.00,-0.003316
659.00,-0.002375
658.00,-0.002047
657.00,-0.001843
656.00,-0.002404
655.00,-0.002569
654.00,-0.002279
653.00,-0.002198
652.00,-0.002927
651.00,-0.002419
650.00,-0.003461
649.00,-0.002531
648.00,-0.000802
647.00,-0.002587
646.00,-0.003683
645.00,-0.001797
644.00,-0.002310
643.00,-0.001818
642.00,-0.002006
641.00,-0.001813
640.00,-0.002285
639.00,-0.001409
638.00,-0.002872
637.00,-0.002375
636.00,-0.002373
635.00,-0.002665
634.00,-0.002451
633.00,-0.002155
632.00,-0.001429
631.00,-0.002367
630.00,-0.001777
629.00,-0.001553
628.00,-0.002947
627.00,-0.001722
626.00,-0.002744
625.00,-0.002889
624.00,-0.002751
623.00,-0.002894
622.00,-0.002700
621.00,-0.002357
620.00,-0.003417
619.00,-0.002792
618.00,-0.004089
617.00,-0.001167
616.00,-0.002473
615.00,-0.003032
614.00,-0.002507
613.00,-0.002677
612.00,-0.002938
611.00,-0.002080
610.00,-0.003219
609.00,-0.002272
608.00,-0.002727
607.00,-0.002345
606.00,-0.002152
605.00,-0.002569
604.00,-0.002977
603.00,-0.003201
602.00,-0.002673
601.00,-0.002548
600.00,-0.002483
599.00,-0.000490
598.00,-0.002425
597.00,-0.002733
596.00,-0.003249
595.00,-0.002931
594.00,-0.003138
593.00,-0.002455
592.00,-0.001729
591.00,-0.002669
590.00,-0.002471
589.00,-0.002058
588.00,-0.002152
587.00,-0.003033
586.00,-0.002761
585.00,-0.002465
584.00,-0.002712
583.00,-0.003183
582.00,-0.002094
581.00,-0.002058
580.00,-0.002433
579.00,-0.002267
578.00,-0.002754
577.00,-0.003189
576.00,-0.002828
575.00,-0.002777
